lat,lon,Name Image,Damage,Dirt or Dent,Light Poles,Paint,Scratch,Stickers or Graffiti,VRI,Grade,Number of VRIs,Distance Between VRI
40.054,-73.946,frame_000159,,,,,,,,,0,
40.092,-73.908,frame_000160,,,,,,,,,0,
40.055,-73.945,frame_000161,,,,,,,,,0,
40.021,-73.979,frame_000162,,,,,,,,,0,
40.013,-73.987,frame_000163,,,,,,,,,0,
40.017,-73.983,frame_000164,,,,,,,,,0,
40.014,-73.986,frame_000165,,,,,,,,,0,
40.047,-73.953,frame_000166,,,,,,,,,0,
40.093,-73.907,frame_000167,,,,,,,,,0,
40.018,-73.982,frame_000168,,,,,,,,,0,
40.088,-73.912,frame_000169,,,,,,,,,0,
40.08,-73.92,frame_000170,,,,,,,,,0,
40.005,-73.995,frame_000171,,,,,,,,,0,
40.042,-73.958,frame_000172,,,,,,,,,0,
40.04,-73.96,frame_000173,,,,,,,,,0,
40.095,-73.905,frame_000174,,,,,,,,,0,
40.07,-73.93,frame_000175,,,,,,,,,0,
40.066,-73.934,frame_000176,,,,,,,,,0,
40.058,-73.942,frame_000177,,,,,,,,,0,
40.085,-73.915,frame_000178,,,,,,,,,0,
40.059,-73.941,frame_000179,,,,,,,,,0,
40.014,-73.986,frame_000180,,,,,,,,,0,
40.034,-73.966,frame_000181,,,,,,,,,0,
40.018,-73.982,frame_000182,,,,,,,,,0,
40.023,-73.977,frame_000183,,,,,,,,,0,
40.017,-73.983,frame_000184,,,,,,,,,0,
40.024,-73.976,frame_000185,,,,,,,,,0,
40.069,-73.931,frame_000186,Yes,,,,,Yes,,,0,
40.059,-73.941,frame_000187,,,,,,,,,0,
40.017,-73.983,frame_000188,,,,,,,,,0,
40.047,-73.953,frame_000189,,,,,,,,,0,
40.094,-73.906,frame_000190,,,,,,,,,0,
40.035,-73.965,frame_000191,,,,,,,,,0,
40.098,-73.902,frame_000192,,,,,,,,,0,
40.045,-73.955,frame_000193,,,,,,,,,0,
40.079,-73.921,frame_000194,,,,,,,,,0,
40.045,-73.955,frame_000195,,,,,,,,,0,
40.002,-73.998,frame_000196,,,,,,,,,0,
40.051,-73.949,frame_000197,,,,,,,,,0,
40.091,-73.909,frame_000198,,,,,,,,,0,
40.087,-73.913,frame_000199,,,,,,,,,0,
40.03,-73.97,frame_000200,,,,,,,,,0,
40.071,-73.929,frame_000201,,,,,,,,,0,
40.088,-73.912,frame_000202,,,,,,,,,0,
40.081,-73.919,frame_000203,,,,,,,,,0,
40.093,-73.907,frame_000204,,,,,,,,,0,
40.086,-73.914,frame_000205,,,,,,,,,0,
40.058,-73.942,frame_000206,,,,,,,,,0,
40.055,-73.945,frame_000207,,,,,,,,,0,
40.041,-73.959,frame_000208,,,,,,,,,0,
40.077,-73.923,frame_000209,Yes,,,,,,Yes,,1,
40.031,-73.969,frame_000210,,,,,,,,,0,
40.001,-73.999,frame_000211,,,,,,,,,0,
40.068,-73.932,frame_000212,,,,,,,,,0,
40.044,-73.956,frame_000213,,,,,,,,,0,
40.0,-74.0,frame_000214,,,,,,,,,0,
40.067,-73.933,frame_000215,Yes,,,,,Yes,,,0,
40.032,-73.968,frame_000216,,,,,,,,,0,
40.053,-73.947,frame_000217,,,,,,,,,0,
40.066,-73.934,frame_000218,,,,,,,,,0,
40.062,-73.938,frame_000219,,,,,,,,,0,
40.091,-73.909,frame_000220,,,,,,,,,0,
40.053,-73.947,frame_000221,,,,,,,,,0,
40.0,-74.0,frame_000222,,,,,,,,,0,
40.098,-73.902,frame_000223,,,,,,,,,0,
40.081,-73.919,frame_000224,,,,,,,,,0,
40.091,-73.909,frame_000225,,,,,,,,,0,
40.059,-73.941,frame_000226,,,,,,,,,0,
40.005,-73.995,frame_000227,,,,,,,,,0,
40.066,-73.934,frame_000228,,,,,,,,,0,
40.097,-73.903,frame_000229,,,,,,,,,0,
40.024,-73.976,frame_000230,,,,,,,,,0,
40.081,-73.919,frame_000231,,,,,,,,,0,
40.004,-73.996,frame_000232,,,,,,,,,0,
40.071,-73.929,frame_000233,,,,,,,,,0,
40.042,-73.958,frame_000234,,,,,,,,,0,
40.072,-73.928,frame_000235,,,,,,,,,0,
40.081,-73.919,frame_000236,,,,,,,,,0,
40.041,-73.959,frame_000237,,,,,,,,,0,
40.053,-73.947,frame_000238,,,,,,,,,0,
40.06,-73.94,frame_000239,,,,,,,,,0,
40.007,-73.993,frame_000240,,,,,,,,,0,
40.039,-73.961,frame_000241,,,,,,,,,0,
40.001,-73.999,frame_000242,,,,,,,,,0,
40.069,-73.931,frame_000243,,,,,,,,,0,
40.04,-73.96,frame_000244,,,,,,,,,0,
40.08,-73.92,frame_000245,,,,,,,,,0,
40.022,-73.978,frame_000246,,,,,,,,,0,
40.078,-73.922,frame_000247,,,,,,,,,0,
40.064,-73.936,frame_000248,,,,,,,,,0,
40.095,-73.905,frame_000249,,,,,,,,,0,
40.02,-73.98,frame_000250,,,,,,,,,0,
40.074,-73.926,frame_000251,,,,,,,,,0,
40.086,-73.914,frame_000252,,,,,,,,,0,
40.014,-73.986,frame_000253,,,,,,,,,0,
40.098,-73.902,frame_000254,,,,,,,,,0,
40.034,-73.966,frame_000255,,,,,,,,,0,
40.022,-73.978,frame_000256,,,,,,,,,0,
40.009,-73.991,frame_000257,,,,,,,,,0,
40.097,-73.903,frame_000258,,,,,,,,,0,
40.071,-73.929,frame_000259,,,,,,,,,0,
40.065,-73.935,frame_000260,,,,,,,,,0,
40.093,-73.907,frame_000261,,,,,,,,,0,
40.07,-73.93,frame_000262,,,,,,,,,0,
40.034,-73.966,frame_000263,,,,,,,,,0,
40.076,-73.924,frame_000264,,,,,,,,,0,
40.024,-73.976,frame_000265,,,,,,,,,0,
40.032,-73.968,frame_000266,,,,,,,,,0,
40.099,-73.901,frame_000267,,,,,,,,,0,
40.077,-73.923,frame_000268,,,,,,,,,0,
40.0,-74.0,frame_000269,,,,,,,,,0,
40.082,-73.918,frame_000270,,,,,,,,,0,
40.047,-73.953,frame_000271,,,,,,,,,0,
40.025,-73.975,frame_000272,,,,,,,,,0,
40.036,-73.964,frame_000273,,,,,,,,,0,
40.042,-73.958,frame_000274,,,,,,,,,0,
40.02,-73.98,frame_000275,,,,,,,,,0,
40.093,-73.907,frame_000276,,,,,,,,,0,
40.044,-73.956,frame_000277,,,,,,,,,0,
40.092,-73.908,frame_000278,,,,,,,,,0,
40.061,-73.939,frame_000279,,,,,,,,,0,
40.082,-73.918,frame_000280,,,,,,,,,0,
40.079,-73.921,frame_000281,,,,,,,,,0,
40.097,-73.903,frame_000282,,,,,,,,,0,
40.0,-74.0,frame_000283,,,,,,,,,0,
40.01,-73.99,frame_000284,,,,,,,,,0,
40.049,-73.951,frame_000285,,,,,,,,,0,
40.097,-73.903,frame_000286,,,,,,,,,0,
40.069,-73.931,frame_000287,,,,,,,,,0,
40.099,-73.901,frame_000288,Yes,,,Yes,,,,D,0,
40.044,-73.956,frame_000289,,,,,,,,,0,
40.02,-73.98,frame_000290,,,,,,,,,0,
40.003,-73.997,frame_000291,,,,,,,,,0,
40.088,-73.912,frame_000292,,,,,,,,,0,
40.066,-73.934,frame_000293,,,,,,,,,0,
40.066,-73.934,frame_000294,,,,,,,,,0,
40.025,-73.975,frame_000295,,,,,,,,,0,
40.043,-73.957,frame_000296,,,,,,,,,0,
40.056,-73.944,frame_000297,,,,,,,,,0,
40.07,-73.93,frame_000298,,,,,,,,,0,
40.009,-73.991,frame_000299,,,,,,,,,0,
40.003,-73.997,frame_000300,,,,,,,,,0,
40.003,-73.997,frame_000301,,,,,,,,,0,
40.026,-73.974,frame_000302,,,,,,,,,0,
40.013,-73.987,frame_000303,Yes,Yes,,,,,,,0,
40.0,-74.0,frame_000304,,,,,,,,,0,
40.023,-73.977,frame_000305,,,,,,,,,0,
40.004,-73.996,frame_000306,,,,,,,,,0,
40.013,-73.987,frame_000307,,,,,,,,,0,
40.051,-73.949,frame_000308,,,,,,,,,0,
40.034,-73.966,frame_000309,,,,,,,,,0,
40.07,-73.93,frame_000310,,,,,,,,,0,
40.004,-73.996,frame_000311,,,,,,,,,0,
40.016,-73.984,frame_000312,,,,,,,,,0,
40.012,-73.988,frame_000313,,,,,,,,,0,
40.075,-73.925,frame_000314,,,,,,,,,0,
40.06,-73.94,frame_000315,,,,,,,,,0,
40.087,-73.913,frame_000316,,,,,,,,,0,
40.008,-73.992,frame_000317,,,,,,,,,0,
40.051,-73.949,frame_000318,,,,,,,,,0,
40.086,-73.914,frame_000319,,,,,,,,,0,
40.05,-73.95,frame_000320,,,,,,,,,0,
40.097,-73.903,frame_000321,,,,,,,,,0,
40.082,-73.918,frame_000322,,,,,,,,,0,
40.016,-73.984,frame_000323,,,,,,,,,0,
40.054,-73.946,frame_000324,,,,,,,,,0,
40.021,-73.979,frame_000325,,,,,,,,,0,
40.045,-73.955,frame_000326,,,,,,,,,0,
40.039,-73.961,frame_000327,,,,,,,,,0,
40.015,-73.985,frame_000328,,,,,,,,,0,
40.031,-73.969,frame_000329,,,,,,,,,0,
40.04,-73.96,frame_000330,,,,,,,,,0,
40.077,-73.923,frame_000331,,,,,,,,,0,
40.099,-73.901,frame_000332,,,,,,,,,0,
40.05,-73.95,frame_000333,,,,,,,,,0,
40.026,-73.974,frame_000334,,,,,,,,,0,
40.026,-73.974,frame_000335,,,,,,,,,0,
40.061,-73.939,frame_000336,,,,,,,,,0,
40.066,-73.934,frame_000337,,,,,,,,,0,
40.058,-73.942,frame_000338,,,,,,,,,0,
40.053,-73.947,frame_000339,,,,,,,,,0,
40.038,-73.962,frame_000340,,,,,,,,,0,
40.037,-73.963,frame_000341,,,,,,,,,0,
40.063,-73.937,frame_000342,,,,,,,,,0,
40.001,-73.999,frame_000343,,,,,,,,,0,
40.043,-73.957,frame_000344,,,,,,,,,0,
40.0,-74.0,frame_000345,,,,,,,,,0,
40.042,-73.958,frame_000346,,,,,,,,,0,
40.064,-73.936,frame_000347,,,,,,,,,0,
40.088,-73.912,frame_000348,,,,,,,,,0,
40.07,-73.93,frame_000349,,,,,,,,,0,
40.08,-73.92,frame_000350,,,,,,,,,0,
40.08,-73.92,frame_000351,,,,,,,,,0,
40.007,-73.993,frame_000352,,,,,,,,,0,
40.09,-73.91,frame_000353,,,,,,,,,0,
40.039,-73.961,frame_000354,,,,,,,,,0,
40.052,-73.948,frame_000355,,,,,,,,,0,
40.023,-73.977,frame_000356,,,,,,,,,0,
40.058,-73.942,frame_000357,,,,,,,,,0,
40.029,-73.971,frame_000358,,,,,,,,,0,
40.09,-73.91,frame_000359,,,,,,,,,0,
40.064,-73.936,frame_000360,,,,,,,,,0,
40.025,-73.975,frame_000361,,,,,,,,,0,
40.074,-73.926,frame_000362,,,,,,,,,0,
40.019,-73.981,frame_000363,Yes,,,,,Yes,,,0,
40.078,-73.922,frame_000364,,,,,,,,,0,
40.042,-73.958,frame_000365,,,,,,,,,0,
40.046,-73.954,frame_000366,,,,,,,,,0,
40.08,-73.92,frame_000367,,,,,,,,,0,
40.016,-73.984,frame_000368,,,,,,,,,0,
40.04,-73.96,frame_000369,,,,,,,,,0,
40.046,-73.954,frame_000370,,,,,,,,,0,
40.015,-73.985,frame_000371,,,,,,,,,0,
40.026,-73.974,frame_000372,,,,,,,,,0,
40.092,-73.908,frame_000373,,,,,,,,,0,
40.036,-73.964,frame_000374,,,,,,,,,0,
40.011,-73.989,frame_000375,,,,,,,,,0,
40.0,-74.0,frame_000376,,,,,,,,,0,
40.008,-73.992,frame_000377,,,,,,,,,0,
40.077,-73.923,frame_000378,,,,,,,,,0,
40.017,-73.983,frame_000379,,,,,,,,,0,
40.09,-73.91,frame_000380,,,,,,,,,0,
40.031,-73.969,frame_000381,,,,,,,,,0,
40.0,-74.0,frame_000382,,,,,,,,,0,
40.08,-73.92,frame_000383,,,,,,,,,0,
40.074,-73.926,frame_000384,,,,,,,,,0,
40.063,-73.937,frame_000385,,,,,,,,,0,
40.037,-73.963,frame_000386,,,,,,,,,0,
40.064,-73.936,frame_000387,,,,,,,,,0,
40.004,-73.996,frame_000388,,,,,,,,,0,
40.042,-73.958,frame_000389,,,,,,,,,0,
40.051,-73.949,frame_000390,,,,,,,,,0,
40.029,-73.971,frame_000391,,,,,,,,,0,
40.006,-73.994,frame_000392,,,,,,,,,0,
40.096,-73.904,frame_000393,,,,,,,,,0,
40.058,-73.942,frame_000394,,,,,,,,,0,
40.02,-73.98,frame_000395,,,,,,,,,0,
40.038,-73.962,frame_000396,,,,,,,,,0,
40.035,-73.965,frame_000397,,,,,,,,,0,
40.048,-73.952,frame_000398,,,,,,,,,0,
40.092,-73.908,frame_000399,,,,,,,,,0,
40.082,-73.918,frame_000400,,,,,,,,,0,
40.015,-73.985,frame_000401,Yes,,,,,Yes,,,0,
40.021,-73.979,frame_000402,,,,,,,,,0,
40.03,-73.97,frame_000403,,,,,,,,,0,
40.042,-73.958,frame_000404,,,,,,,,,0,
40.074,-73.926,frame_000405,,,,,,,,,0,
40.026,-73.974,frame_000406,,,,,,,,,0,
40.073,-73.927,frame_000407,,,,,,,,,0,
40.095,-73.905,frame_000408,,,,,,,,,0,
40.084,-73.916,frame_000409,,,,,,,,,0,
40.033,-73.967,frame_000410,,,,,,,,,0,
40.065,-73.935,frame_000411,,,,,,,,,0,
40.026,-73.974,frame_000412,,,,,,,,,0,
40.013,-73.987,frame_000413,,,,,,,,,0,
40.053,-73.947,frame_000414,,,,,,,,,0,
40.062,-73.938,frame_000415,,,,,,,,,0,
40.037,-73.963,frame_000416,,,,,,,,,0,
40.05,-73.95,frame_000417,,,,,,,,,0,
40.061,-73.939,frame_000418,,,,,,,,,0,
40.072,-73.928,frame_000419,,,,,,,,,0,
40.054,-73.946,frame_000420,,,,,,,,,0,
40.071,-73.929,frame_000421,,,,,,,,,0,
40.088,-73.912,frame_000422,,,,,,,,,0,
40.075,-73.925,frame_000423,,,,,,,,,0,
40.033,-73.967,frame_000424,,,,,,,,,0,
40.094,-73.906,frame_000425,,,,,,,,,0,
40.006,-73.994,frame_000426,,,,,,,,,0,
40.059,-73.941,frame_000427,,,,,,,,,0,
40.025,-73.975,frame_000428,,,,,,,,,0,
40.028,-73.972,frame_000429,,,,,,,,,0,
40.079,-73.921,frame_000430,,,,,,,,,0,
40.039,-73.961,frame_000431,,,,,,,,,0,
40.069,-73.931,frame_000432,,,,,,,,,0,
40.069,-73.931,frame_000433,,,,,,,,,0,
40.045,-73.955,frame_000434,,,,,,,,,0,
40.094,-73.906,frame_000435,,,,,,,,,0,
40.074,-73.926,frame_000436,,,,,,,,,0,
40.08,-73.92,frame_000437,,,,,,,,,0,
40.002,-73.998,frame_000438,,,,,,,,,0,
40.097,-73.903,frame_000439,,,,,,,,,0,
40.064,-73.936,frame_000440,,,,,,,,,0,
40.097,-73.903,frame_000441,,,,,,,,,0,
40.046,-73.954,frame_000442,,,,,,,,,0,
40.025,-73.975,frame_000443,,,,,,,,,0,
40.035,-73.965,frame_000444,,,,,,,,,0,
40.018,-73.982,frame_000445,,,,,,,,,0,
40.008,-73.992,frame_000446,,,,,,,,,0,
40.021,-73.979,frame_000447,,,,,,,,,0,
40.032,-73.968,frame_000448,,,,,,,,,0,
40.01,-73.99,frame_000449,,,,,,,,,0,
40.063,-73.937,frame_000450,,,,,,,,,0,
40.074,-73.926,frame_000451,,,,,,,,,0,
40.038,-73.962,frame_000452,,,,,,,,,0,
40.097,-73.903,frame_000453,,,,,,,,,0,
40.02,-73.98,frame_000454,,,,,,,,,0,
40.094,-73.906,frame_000455,Yes,,,,,,Yes,,1,
40.015,-73.985,frame_000456,Yes,,,,,,Yes,,1,
40.055,-73.945,frame_000457,,,,,,,,,0,
40.042,-73.958,frame_000458,Yes,,,,,,Yes,,1,
40.057,-73.943,frame_000459,,,,,,,,,0,
40.064,-73.936,frame_000460,,,,,,,,,0,
40.058,-73.942,frame_000461,,,,,,,,,0,
40.095,-73.905,frame_000462,,,,,,,,,0,
40.097,-73.903,frame_000463,,,,,,,,,0,
40.028,-73.972,frame_000464,,,,,,,,,0,
40.035,-73.965,frame_000465,Yes,,,,,,Yes,,1,
40.014,-73.986,frame_000466,,,,,,,,,0,
40.069,-73.931,frame_000467,Yes,,,,,,Yes,,1,
40.053,-73.947,frame_000468,Yes,,,,,,Yes,,1,
40.035,-73.965,frame_000469,,,,,,,,,0,
40.023,-73.977,frame_000470,,,,,,,,,0,
40.032,-73.968,frame_000471,Yes,,,,,,Yes,,1,
40.041,-73.959,frame_000472,,,,,,,,,0,
40.082,-73.918,frame_000473,,,,,,,,,0,
40.092,-73.908,frame_000474,,,,,,,,,0,
40.022,-73.978,frame_000475,Yes,,,,,,Yes,,1,
40.079,-73.921,frame_000476,,,,,,,,,0,
40.052,-73.948,frame_000477,,,,,,,,,0,
40.05,-73.95,frame_000478,,,,,,,,,0,
40.008,-73.992,frame_000479,,,,,,,,,0,
40.099,-73.901,frame_000480,,,,,,,,,0,
40.057,-73.943,frame_000481,,,,,,,,,0,
40.044,-73.956,frame_000482,,,,,,,,,0,
40.042,-73.958,frame_000483,,,,,,,,,0,
40.046,-73.954,frame_000484,,,,,,,,,0,
40.077,-73.923,frame_000485,,,,,,,,,0,
40.024,-73.976,frame_000486,,,,,,,,,0,
40.075,-73.925,frame_000487,,,,,,,,,0,
40.089,-73.911,frame_000488,,,,,,,,,0,
40.073,-73.927,frame_000489,,,,,,,,,0,
40.028,-73.972,frame_000490,,,,,,,,,0,
40.013,-73.987,frame_000491,Yes,,,,,Yes,,,0,
40.023,-73.977,frame_000492,Yes,,,,,Yes,,,0,
40.061,-73.939,frame_000493,Yes,,,,,Yes,,,0,
40.031,-73.969,frame_000494,,,,,,,,,0,
40.096,-73.904,frame_000495,,,,,,,,,0,
40.057,-73.943,frame_000496,,,,,,,,,0,
40.084,-73.916,frame_000497,,,,,,,,,0,
40.016,-73.984,frame_000498,,,,,,,,,0,
40.02,-73.98,frame_000499,,,,,,,,,0,
40.052,-73.948,frame_000500,,,,,,,,,0,
40.048,-73.952,frame_000501,,,,,,,,,0,
40.07,-73.93,frame_000502,,,,,,,,,0,
40.004,-73.996,frame_000503,,,,,,,,,0,
40.044,-73.956,frame_000504,,,,,,,,,0,
40.044,-73.956,frame_000505,,,,,,,,,0,
40.005,-73.995,frame_000506,,,,,,,,,0,
40.077,-73.923,frame_000507,,,,,,,,,0,
40.016,-73.984,frame_000508,,,,,,,,,0,
40.087,-73.913,frame_000509,,,,,,,,,0,
40.091,-73.909,frame_000510,,,,,,,,,0,
40.052,-73.948,frame_000511,,,,,,,,,0,
40.03,-73.97,frame_000512,,,,,,,,,0,
40.018,-73.982,frame_000513,,,,,,,,,0,
40.076,-73.924,frame_000514,Yes,,,,,Yes,,,0,
40.09,-73.91,frame_000515,,,,,,,,,0,
40.062,-73.938,frame_000516,Yes,,,,,Yes,,,0,
40.014,-73.986,frame_000517,,,,,,,,,0,
40.057,-73.943,frame_000518,,,,,,,,,0,
40.038,-73.962,frame_000519,,,,,,,,,0,
40.006,-73.994,frame_000520,,,,,,,,,0,
40.075,-73.925,frame_000521,,,,,,,,,0,
40.086,-73.914,frame_000522,,,,,,,,,0,
40.017,-73.983,frame_000523,Yes,,,,,Yes,,,0,
40.058,-73.942,frame_000524,Yes,,,,,Yes,,,0,
40.051,-73.949,frame_000525,,,,,,,,,0,
40.055,-73.945,frame_000526,,,,,,,,,0,
